Rank,Journal
1020,Materials Reports: Energy
1021,American Journal of Sports Medicine
1022,Mechanical Systems and Signal Processing
1023,Resuscitation
1024,Satellite Navigation
1025,World Bank Research Observer
1026,Current Protocols in Immunology
1027,Journal of Research in Interactive Marketing
1028,Sustainable Production and Consumption
1029,Landscape and Urban Planning
1030,Calculus of Variations and Partial Differential Equations
1031,Environmental Innovation and Societal Transitions
1032,Learning and Instruction
1033,Weather and Climate Dynamics
1034,Geometry and Topology
1035,Drugs
1036,Multivariate Behavioral Research
1037,International Economic Review
1038,Molecular and Cellular Proteomics
1039,Progress in Quantum Electronics
1040,OncoImmunology
1041,Human Resource Management
1042,Science Signaling
1043,IEEE Transactions on Parallel and Distributed Systems
1044,Advanced healthcare materials
1045,Oncogene
1046,Chemical Science
1047,Current Opinion in Psychiatry
1048,International Journal of Rock Mechanics and Minings Sciences
1049,Geology
1050,Current Opinion in Chemical Biology
1051,Materials Futures
1052,Modern Pathology
1053,Transportation Research
1054,Probability Theory and Related Fields
1055,Personality and Social Psychology Bulletin
1056,Proceedings of the Annual ACM-SIAM Symposium on Discrete Algorithms
1057,European Journal of Operational Research
1058,Journal of Neuroscience
1059,Energy Research and Social Science
1060,Current Forestry Reports
1061,Emerging Microbes and Infections
1062,Science China Chemistry
1063,IEEE Transactions on Control of Network Systems
1064,CSEE Journal of Power and Energy Systems
1065,Journal of Materials Science and Technology
1066,Cell Communication and Signaling
1067,Reviews in Medical Virology
1068,Journals of Gerontology - Series B Psychological Sciences and Social Sciences
1069,Materials Today Physics
1070,Journal of the Association for Information Systems
1071,IEEE Transactions on Circuits and Systems for Video Technology
1072,Natural Product Reports
1073,American Journal of Ophthalmology
1074,Earth and Planetary Science Letters
1075,American Journal of Sociology
1076,Light: Advanced Manufacturing
1077,Current Protocols in Microbiology
1078,Sustainable Development
1079,Bone and Joint Journal
1080,European Journal of Nuclear Medicine and Molecular Imaging
1081,Geochimica et Cosmochimica Acta
1082,Journal of Modern Power Systems and Clean Energy
1083,Quantum Science and Technology
1084,npj Breast Cancer
1085,Cellular and Molecular Life Sciences
1086,Gender and Society
1087,BMC Dermatology
1088,Molecular Cancer Therapeutics
1089,Clinical Psychological Science
1090,Service Industries Journal
1091,Fiscal Studies
1092,EuroIntervention
1093,Swarm and Evolutionary Computation
1094,British Journal of Management
1095,Journal of Adolescent Health
1096,Antipode
1097,International Journal of Transgender Health
1098,ACM Transactions on Information Systems
1099,IEEE Transactions on Multimedia
1100,Modern Language Journal
1101,Journal of Clinical Immunology
1102,Research on Language and Social Interaction
1103,Basic Research in Cardiology
1104,Review of International Political Economy
1105,World Development
1106,European Economic Review
1107,Advances in Nutrition
1108,JCO Precision Oncology
1109,Journal of Clinical Periodontology
1110,Schizophrenia Bulletin
1111,Technology in Society
1112,Climate of the Past
1113,npj Quantum Materials
1114,Climate Policy
1115,Circulation: Cardiovascular Interventions
1116,Journal of Cardiovascular Magnetic Resonance
1117,Information Sciences
1118,AMS Review
1119,Advanced Industrial and Engineering Polymer Research
1120,Annual review of food science and technology
1121,American Educational Research Journal
1122,Applied and Computational Harmonic Analysis
1123,Wiley Interdisciplinary Reviews: Developmental Biology
1124,Adolescent Research Review
1125,Cellular and Molecular Biology Letters
1126,Economic Policy
1127,Journal of the American Planning Association
1128,Epilepsia
1129,Group Processes and Intergroup Relations
1130,Journal of Personality
1131,PLoS Pathogens
1132,IEEE Transactions on Dependable and Secure Computing
1133,Nano Convergence
1134,Policy and Society
1135,Statistical Science
1136,Knowledge-Based Systems
1137,PLoS Genetics
1138,Shiyou Xuebao/Acta Petrolei Sinica
1139,Social and Personality Psychology Compass
1140,Hepatology Communications
1141,Advanced Optical Materials
1142,Blood Reviews
1143,Journal of Molecular Biology
1144,Decision Support Systems
1145,Autism
1146,IEEE Transactions on Energy Conversion
1147,Accounting
1148,Ultrasound in Obstetrics and Gynecology
1149,European heart journal. Quality of care &amp; clinical outcomes
1150,Virtual and Physical Prototyping
1151,Translational Psychiatry
1152,Corporate Social Responsibility and Environmental Management
1153,European Stroke Journal
1154,Reading Research Quarterly
1155,Lancet Regional Health - Western Pacific
1156,Mobile DNA
1157,Reviews in Mineralogy and Geochemistry
1158,Clinical Reviews in Allergy and Immunology
1159,IEEE Intelligent Systems
1160,Journal of Pineal Research
1161,IEEE Transactions on Control Systems Technology
1162,Financial Analysts Journal
1163,British Journal of Social Psychology
1164,Psychiatry Research
1165,Journal of Behavioral Addictions
1166,Transportation Research
1167,Superconductivity
1168,Scandinavian Journal of Work
1169,Journal of International Marketing
1170,Plant Journal
1171,European Child and Adolescent Psychiatry
1172,Tunnelling and Underground Space Technology
1173,Carbon
1174,Government Information Quarterly
1175,Current Protocols in Cytometry
1176,Foundations and Trends in Accounting
1177,Journal of Occupational Health Psychology
1178,Conservation Biology
1179,IEEE Transactions on Network Science and Engineering
1180,Mathematical Models and Methods in Applied Sciences
1181,Business Ethics Quarterly
1182,Group and Organization Management
1183,Limnology And Oceanography Letters
1184,Open Biology
1185,Rhinology
1186,SIAM Journal on Numerical Analysis
1187,Political Psychology
1188,Energy and AI
1189,Pharmacological Research
1190,npj Parkinson's Disease
1191,IEEE Open Journal of the Computer Society
1192,Journal of Teacher Education
1193,Journal of Controlled Release
1194,Social Media and Society
1195,International Endodontic Journal
1196,Postdigital Science and Education
1197,Journal of Rock Mechanics and Geotechnical Engineering
1198,Current Psychiatry Reports
1199,Bulletin of the American Meteorological Society
1200,British Journal of Surgery
1201,Wiley Interdisciplinary Reviews: Data Mining and Knowledge Discovery
1202,Decision Sciences
1203,IEEE Transactions on Automation Science and Engineering
1204,Journal of Ecology
1205,Briefings in Bioinformatics
1206,SIAM Journal on Computing
1207,New Political Economy
1208,ImmunoTargets and Therapy
1209,American Journal of Public Health
1210,Atmospheric Chemistry and Physics
1211,SIAM Journal on Optimization
1212,International Journal of Information Management Data Insights
1213,Stanford Law Review
1214,American Journal of Agricultural Economics
1215,Gastric Cancer
1216,NPG Asia Materials
1217,Work
1218,Environmental Research Letters
1219,Information Processing and Management
1220,IEEE/ASME Transactions on Mechatronics
1221,Cryosphere
1222,Environmental Pollution
1223,Biological Psychiatry: Cognitive Neuroscience and Neuroimaging
1224,Financial Management
1225,International Journal of Cancer
1226,Journal of Applied Econometrics
1227,Addiction
1228,Critical Reviews in Clinical Laboratory Sciences
1229,Journal of Thrombosis and Haemostasis
1230,Communications Materials
1231,Experimental Economics
1232,NAR Cancer
1233,npj Vaccines
1234,Journal of the American Heart Association
1235,Studies in Second Language Acquisition
1236,Chest
1237,Journal of the American Medical Informatics Association : JAMIA
1238,Systematic Entomology
1239,Journal of Nuclear Medicine
1240,British Journal of Pharmacology
1241,Foundations and Trends in Databases
1242,IEEE Robotics and Automation Letters
1243,Journal of Abnormal Psychology
1244,New Media and Society
1245,Emerging Infectious Diseases
1246,Food Policy
1247,Materials Today Energy
1248,Neurobiology of Disease
1249,International Journal of Biological Sciences
1250,Osteoarthritis and Cartilage
1251,Current Environmental Health Reports
1252,Energy
1253,American Heart Journal
1254,Foundations and Trends in Communications and Information Theory
1255,International Journal of Applied Earth Observation and Geoinformation
1256,TrAC - Trends in Analytical Chemistry
1257,Cell Reports Methods
1258,Economic Geography
1259,Ecosystem Services
1260,Journal of the Learning Sciences
1261,npj Genomic Medicine
1262,Research
1263,JNCI Cancer Spectrum
1264,Plant Physiology
1265,Journal of Gastroenterology
1266,American Journal of Mathematics
1267,Journal of Peasant Studies
1268,Journal of Epidemiology and Community Health
1269,Communications Biology
1270,Journal of Lipid Research
1271,Supramolecular Materials
1272,ACS Photonics
1273,Acta Geotechnica
1274,Nanoscale Horizons
1275,Liver International
1276,IEEE Computational Intelligence Magazine
1277,Reviews in Fisheries Science and Aquaculture
1278,Environment and Planning A
1279,Journal of Functional Analysis
1280,Nature Reviews Urology
1281,Child Development
1282,Journal of Affective Disorders
1283,Diabetes
1284,Frontiers in Neuroendocrinology
1285,International Journal of Human Resource Management
1286,Reviews in Endocrine and Metabolic Disorders
1287,System
1288,Heart Rhythm
1289,Journal of Intelligent Manufacturing
1290,Journal of High Energy Astrophysics
1291,Public Management Review
1292,Journal of Big Data
1293,Sociological Theory
1294,International Review of Sport and Exercise Psychology
1295,Higher Education
1296,Resources Policy
1297,Epigenetics and Chromatin
1298,Annals of Intensive Care
1299,Human Resource Development Review
1300,Journal of Environmental Psychology
1301,ACS applied materials &amp; interfaces
1302,Child and Adolescent Mental Health
1303,Journal of Cleaner Production
1304,Molecular Horticulture
1305,IEEE Transactions on Visualization and Computer Graphics
